make,model,year,price,mileage,body_type,cylinders,transmission,fuel_type,color,location,description
mini,cooper,2017,232746.0,294071,Hatchback,4,Automatic Transmission,Gasoline,Grey, Dubai,"2017 mini cooper with Rear camera, Leather seats. Condition: Engine repaired."
lincoln,continental,2020,105200.0,126646,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2020 lincoln continental with Sunroof, Rear camera, Navigation system. Condition: Accident history."
land-rover,range-rover-sport,2020,130864.0,214794,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2020 land-rover range-rover-sport with Leather seats, Navigation system. Condition: Accident history."
suzuki,ertiga,2005,29041.0,206439,SUV,4,Automatic Transmission,Gasoline,Grey, Sharjah,"2005 suzuki ertiga with Adaptive cruise control, Bluetooth. Condition: Repainted bumper."
nissan,armada,2007,104437.0,102578,Sedan,8,Automatic Transmission,Gasoline,Silver, Sharjah,"2007 nissan armada with Bluetooth, Sunroof, Rear camera, Adaptive cruise control. Condition: Repainted bumper."
lexus,rx-series,2008,24376.0,205593,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2008 lexus rx-series with Bluetooth, Leather seats. Condition: Minor scratches."
jeep,grand-cherokee,2018,32360.0,239362,SUV,6,Automatic Transmission,Gasoline,Red, Abu Dhabi,"2018 jeep grand-cherokee with Sunroof, Adaptive cruise control, Bluetooth, Leather seats. Condition: Dented door."
mercedes-benz,c-class,2019,299193.0,80331,Coupe,8,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2019 mercedes-benz c-class with Navigation system, Sunroof. Condition: Accident history."
volvo,xc60,2012,115516.0,282022,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2012 volvo xc60 with Bluetooth, Adaptive cruise control, Navigation system, Sunroof. Condition: Accident history."
chrysler,300m300c,2009,38699.0,246688,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah,"2009 chrysler 300m300c with Bluetooth, Rear camera. Condition: Minor scratches."
porsche,cayenne,2018,641051.0,139817,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2018 porsche cayenne with Leather seats, Adaptive cruise control, Sunroof, Rear camera. Condition: Dented door."
maserati,granturismo,2015,197564.0,120080,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai,"2015 maserati granturismo with Bluetooth, Rear camera, Navigation system. Condition: Minor scratches."
ford,f-series-pickup,2016,270548.0,224004,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai,"2016 ford f-series-pickup with Adaptive cruise control, Bluetooth, Leather seats, Sunroof. Condition: No damage."
lexus,lx600,2006,664867.0,163758,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2006 lexus lx600 with Navigation system, Bluetooth, Leather seats. Condition: Repainted bumper."
dodge,dart,2014,25381.0,235890,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2014 dodge dart with Sunroof, Leather seats. Condition: Repainted bumper."
jeep,wrangler,2020,47287.0,75229,SUV,6,Manual Transmission,Gasoline,Black, Sharjah,"2020 jeep wrangler with Sunroof, Adaptive cruise control. Condition: Repainted bumper."
bmw,4-series,2018,135316.0,206009,Hatchback,4,Automatic Transmission,Gasoline,Grey, Dubai,"2018 bmw 4-series with Sunroof, Leather seats. Condition: Engine repaired."
jaguar,xj-series,2018,55588.0,142917,Sedan,8,Automatic Transmission,Gasoline,Silver, Dubai,"2018 jaguar xj-series with Adaptive cruise control, Bluetooth. Condition: Minor scratches."
ford,f-series-pickup,2008,480800.0,109226,Pick Up Truck,6,Automatic Transmission,Gasoline,White, Dubai,"2008 ford f-series-pickup with Bluetooth, Navigation system, Leather seats, Adaptive cruise control. Condition: Engine repaired."
mitsubishi,l200,2011,77898.0,61601,Pick Up Truck,4,Automatic Transmission,Diesel,White, Dubai,"2011 mitsubishi l200 with Navigation system, Rear camera. Condition: Minor scratches."
land-rover,range-rover,2011,346420.0,256274,Crossover,8,Automatic Transmission,Gasoline,Grey, Dubai,"2011 land-rover range-rover with Leather seats, Bluetooth. Condition: Accident history."
toyota,land-cruiser,2021,106090.0,29809,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2021 toyota land-cruiser with Rear camera, Navigation system. Condition: Accident history."
chevrolet,captiva,2014,27930.0,102416,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2014 chevrolet captiva with Leather seats, Adaptive cruise control, Navigation system. Condition: Accident history."
mitsubishi,pajero,2012,33129.0,171789,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2012 mitsubishi pajero with Navigation system, Rear camera. Condition: Dented door."
mercedes-benz,gl-class,2021,114468.0,29194,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2021 mercedes-benz gl-class with Sunroof, Adaptive cruise control, Bluetooth, Leather seats. Condition: Minor scratches."
mercedes-benz,glk,2005,77532.0,23609,SUV,4,Automatic Transmission,Gasoline,Red, Dubai,"2005 mercedes-benz glk with Leather seats, Sunroof, Bluetooth. Condition: Repainted bumper."
volkswagen,touareg,2018,122649.0,154027,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2018 volkswagen touareg with Rear camera, Bluetooth, Sunroof, Leather seats. Condition: Accident history."
toyota,land-cruiser,2023,389891.0,156397,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2023 toyota land-cruiser with Adaptive cruise control, Sunroof, Navigation system. Condition: Repainted bumper."
peugeot,other,2008,108682.0,274785,Sedan,4,Manual Transmission,Gasoline,White,Abu Dhabi,"2008 peugeot other with Leather seats, Rear camera, Navigation system, Sunroof. Condition: Dented door."
mercedes-benz,cls-class,2012,326800.0,168115,Coupe,6,Automatic Transmission,Gasoline,White, Dubai,"2012 mercedes-benz cls-class with Rear camera, Leather seats, Adaptive cruise control, Bluetooth. Condition: Accident history."
lamborghini,urus,2018,1692964.0,84868,SUV,8,Automatic Transmission,Gasoline,Green, Dubai,"2018 lamborghini urus with Navigation system, Rear camera. Condition: Repainted bumper."
toyota,sienna,2014,25456.0,278461,Van,6,Automatic Transmission,Gasoline,Red, Dubai,"2014 toyota sienna with Bluetooth, Sunroof. Condition: Dented door."
nissan,altima,2009,36066.0,251638,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2009 nissan altima with Navigation system, Rear camera. Condition: Dented door."
mercedes-benz,s-class,2018,94719.0,189261,Sedan,8,Automatic Transmission,Gasoline,Brown, Dubai,"2018 mercedes-benz s-class with Bluetooth, Rear camera, Leather seats. Condition: Engine repaired."
rolls-royce,cullinan,2012,3168401.0,174045,SUV,12,Automatic Transmission,Gasoline,Black, Dubai,"2012 rolls-royce cullinan with Adaptive cruise control, Bluetooth. Condition: Engine repaired."
lexus,is-series,2005,76266.0,244684,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2005 lexus is-series with Bluetooth, Leather seats, Rear camera. Condition: No damage."
nissan,patrol,2007,127089.0,210436,SUV,8,Automatic Transmission,Gasoline,Green, Dubai,"2007 nissan patrol with Bluetooth, Adaptive cruise control. Condition: Minor scratches."
nissan,altima,2006,12157.0,199090,Sedan,4,Automatic Transmission,Gasoline,Black, Sharjah,"2006 nissan altima with Navigation system, Rear camera, Bluetooth. Condition: Engine repaired."
bmw,5-series,2021,20830.0,45008,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 bmw 5-series with Navigation system, Adaptive cruise control. Condition: Engine repaired."
jeep,grand-cherokee,2007,40858.0,142912,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2007 jeep grand-cherokee with Sunroof, Navigation system, Rear camera. Condition: Minor scratches."
mercedes-benz,s-class,2024,34282.0,78954,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2024 mercedes-benz s-class with Adaptive cruise control, Rear camera, Sunroof, Navigation system. Condition: Minor scratches."
land-rover,range-rover,2007,158873.0,207799,Wagon,8,Automatic Transmission,Gasoline,White, Sharjah,"2007 land-rover range-rover with Bluetooth, Adaptive cruise control, Leather seats. Condition: Repainted bumper."
bmw,x6,2023,237877.0,35466,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2023 bmw x6 with Bluetooth, Rear camera. Condition: Repainted bumper."
porsche,carrera,2007,602833.0,285593,Sports Car,6,Automatic Transmission,Gasoline,Orange, Dubai,"2007 porsche carrera with Adaptive cruise control, Sunroof. Condition: Minor scratches."
nissan,patrol,2006,102989.0,221122,SUV,6,Automatic Transmission,Gasoline,White, Sharjah,"2006 nissan patrol with Bluetooth, Rear camera. Condition: Accident history."
volkswagen,id4,2010,115545.0,80690,Crossover,Unknown,Automatic Transmission,Electric,Grey, Dubai,"2010 volkswagen id4 with Rear camera, Bluetooth, Adaptive cruise control, Sunroof. Condition: Engine repaired."
nissan,patrol,2024,195987.0,255939,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2024 nissan patrol with Rear camera, Navigation system. Condition: Minor scratches."
dodge,charger,2021,29761.0,183491,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2021 dodge charger with Sunroof, Bluetooth. Condition: Engine repaired."
porsche,cayenne,2011,400630.0,265800,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2011 porsche cayenne with Adaptive cruise control, Rear camera. Condition: Dented door."
lincoln,continental,2019,137345.0,37621,Sedan,6,Automatic Transmission,Gasoline,Brown, Abu Dhabi,"2019 lincoln continental with Adaptive cruise control, Bluetooth, Navigation system. Condition: Accident history."
porsche,panamera,2023,172343.0,158792,Sedan,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2023 porsche panamera with Adaptive cruise control, Sunroof. Condition: Minor scratches."
mercedes-benz,s-class,2023,50962.0,268466,Sedan,6,Automatic Transmission,Gasoline,White, Abu Dhabi,"2023 mercedes-benz s-class with Leather seats, Rear camera, Sunroof. Condition: Engine repaired."
toyota,prado,2016,152122.0,100112,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2016 toyota prado with Sunroof, Adaptive cruise control. Condition: Repainted bumper."
porsche,carrera,2015,816451.0,25103,Coupe,6,Automatic Transmission,Gasoline,White, Dubai,"2015 porsche carrera with Leather seats, Adaptive cruise control. Condition: Accident history."
mercedes-benz,s-class,2015,1364264.0,109179,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2015 mercedes-benz s-class with Bluetooth, Adaptive cruise control. Condition: No damage."
hyundai,other,2005,33117.0,35098,Pick Up Truck,Unknown,Manual Transmission,Diesel,White, Sharjah,"2005 hyundai other with Bluetooth, Adaptive cruise control. Condition: Minor scratches."
ferrari,f12,2013,696220.0,234085,Coupe,12,Automatic Transmission,Gasoline,Red, Dubai,"2013 ferrari f12 with Bluetooth, Sunroof, Adaptive cruise control, Leather seats. Condition: Engine repaired."
ford,f-series-pickup,2010,281573.0,22796,SUV,6,Automatic Transmission,Gasoline,Grey, Sharjah,"2010 ford f-series-pickup with Adaptive cruise control, Bluetooth, Rear camera. Condition: Repainted bumper."
nissan,patrol,2015,140980.0,92285,SUV,6,Automatic Transmission,Gasoline,Gold, Sharjah,"2015 nissan patrol with Leather seats, Adaptive cruise control. Condition: Accident history."
nissan,patrol,2022,342209.0,238303,SUV,8,Automatic Transmission,Gasoline,Beige, Dubai,"2022 nissan patrol with Adaptive cruise control, Leather seats, Sunroof. Condition: Engine repaired."
toyota,prado,2010,181742.0,286251,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2010 toyota prado with Bluetooth, Adaptive cruise control, Navigation system. Condition: Dented door."
bmw,6-series,2015,117020.0,109541,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai,"2015 bmw 6-series with Adaptive cruise control, Sunroof. Condition: Dented door."
chevrolet,tahoe,2015,24811.0,232231,SUV,8,Automatic Transmission,Gasoline,White,Sharjah,"2015 chevrolet tahoe with Bluetooth, Rear camera. Condition: No damage."
kia,sedona,2016,44572.0,188918,Van,6,Automatic Transmission,Gasoline,Blue, Dubai,"2016 kia sedona with Leather seats, Navigation system, Sunroof, Bluetooth. Condition: Engine repaired."
toyota,tundra,2009,30703.0,294069,SUV,8,Automatic Transmission,Gasoline,Grey, Al Ain,"2009 toyota tundra with Leather seats, Adaptive cruise control, Rear camera, Bluetooth. Condition: Dented door."
jeep,grand-cherokee,2012,36837.0,230282,SUV,8,Automatic Transmission,Gasoline,Red, Dubai,"2012 jeep grand-cherokee with Navigation system, Bluetooth. Condition: No damage."
nissan,patrol,2019,270407.0,190502,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2019 nissan patrol with Adaptive cruise control, Leather seats. Condition: Dented door."
jeep,grand-cherokee,2020,29279.0,226250,SUV,8,Automatic Transmission,Gasoline,Green, Dubai,"2020 jeep grand-cherokee with Adaptive cruise control, Navigation system, Bluetooth. Condition: No damage."
land-rover,range-rover-velar,2022,263976.0,129824,SUV,6,Automatic Transmission,Diesel,Black, Dubai,"2022 land-rover range-rover-velar with Bluetooth, Sunroof, Leather seats. Condition: Minor scratches."
nissan,maxima,2009,56326.0,198039,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2009 nissan maxima with Rear camera, Navigation system, Adaptive cruise control, Bluetooth. Condition: No damage."
lexus,rx-series,2013,123516.0,219053,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2013 lexus rx-series with Navigation system, Rear camera. Condition: Dented door."
bmw,x5,2012,42954.0,69793,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2012 bmw x5 with Adaptive cruise control, Navigation system. Condition: Minor scratches."
jeep,grand-cherokee,2014,66051.0,234261,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2014 jeep grand-cherokee with Sunroof, Navigation system, Leather seats. Condition: Accident history."
mercedes-benz,s-class,2009,35910.0,183880,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2009 mercedes-benz s-class with Rear camera, Navigation system, Sunroof, Adaptive cruise control. Condition: Repainted bumper."
nissan,gt-r,2007,226030.0,33290,Sedan,6,Automatic Transmission,Gasoline,Grey, Sharjah,"2007 nissan gt-r with Leather seats, Sunroof, Navigation system, Rear camera. Condition: Minor scratches."
bmw,7-series,2017,294016.0,217700,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2017 bmw 7-series with Sunroof, Adaptive cruise control, Bluetooth, Rear camera. Condition: Dented door."
audi,q7,2024,147267.0,214414,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2024 audi q7 with Navigation system, Sunroof, Bluetooth, Rear camera. Condition: Repainted bumper."
volkswagen,touareg,2017,115199.0,102458,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2017 volkswagen touareg with Bluetooth, Navigation system, Adaptive cruise control. Condition: Dented door."
nissan,kicks,2024,57095.0,37838,SUV,4,Automatic Transmission,Gasoline,Red, Dubai,"2024 nissan kicks with Sunroof, Navigation system, Leather seats. Condition: Minor scratches."
toyota,fj-cruiser,2010,61768.0,99977,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2010 toyota fj-cruiser with Bluetooth, Sunroof. Condition: No damage."
bmw,5-series,2018,61947.0,268102,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2018 bmw 5-series with Leather seats, Rear camera, Navigation system. Condition: Minor scratches."
chevrolet,caprice,2007,44017.0,23239,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2007 chevrolet caprice with Navigation system, Rear camera, Bluetooth. Condition: Engine repaired."
audi,q7,2005,72040.0,265811,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2005 audi q7 with Adaptive cruise control, Bluetooth, Sunroof. Condition: Repainted bumper."
jeep,grand-cherokee,2009,202871.0,74134,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2009 jeep grand-cherokee with Sunroof, Leather seats, Adaptive cruise control. Condition: No damage."
chevrolet,blazer,2017,53586.0,214413,SUV,6,Automatic Transmission,Gasoline,Brown, Sharjah,"2017 chevrolet blazer with Navigation system, Adaptive cruise control. Condition: No damage."
porsche,panamera,2019,414210.0,227297,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2019 porsche panamera with Navigation system, Bluetooth. Condition: Dented door."
toyota,prado,2021,81341.0,99762,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 toyota prado with Bluetooth, Leather seats, Rear camera. Condition: Dented door."
toyota,tundra,2008,97257.0,48584,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Sharjah,"2008 toyota tundra with Rear camera, Leather seats, Navigation system, Adaptive cruise control. Condition: Minor scratches."
bmw,x5,2017,195084.0,86164,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2017 bmw x5 with Rear camera, Navigation system. Condition: Engine repaired."
lexus,rx-series,2010,178290.0,84089,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2010 lexus rx-series with Leather seats, Bluetooth, Navigation system, Sunroof. Condition: Engine repaired."
